seg,start,end,slot_s,gap_after_s,est_speech_s,headroom_s,speedup_x,chars,text
589,2006.94,2011.02,4.08,0.00,2.40,1.68,1.000,38,"The first is the opening of the seals,"
590,2011.02,2013.48,2.46,0.00,1.95,0.51,1.000,31,the opening of the early seals.
591,2013.48,2016.48,3.00,0.00,1.01,1.99,1.000,16,As it says here:
592,2016.48,2018.94,2.46,0.00,2.02,0.44,1.000,32,"when the fourth seal was opened,"
593,2018.94,2020.74,1.80,0.00,2.46,-0.66,1.366,39,"I heard the fourth living creature say,"
594,2020.74,2023.68,2.94,0.00,1.32,1.62,1.000,21,"""Come."" And I looked,"
595,2023.68,2029.60,5.92,0.00,4.41,1.51,1.000,70,"and behold, a pale horse, and the name of the one riding it was Death."
596,2029.60,2034.14,4.54,0.00,3.28,1.26,1.000,52,Hades followed with him. Authority was given to them
597,2034.14,2038.54,4.40,0.00,3.34,1.06,1.000,53,"to kill with sword, famine, plague, and wild beasts —"
598,2038.54,2041.50,2.96,0.00,2.84,0.12,1.000,45,killing a quarter of the people of the earth.
599,2041.50,2043.50,2.00,0.00,2.27,-0.27,1.135,36,Before that there were three horses:
600,2043.50,2046.18,2.68,0.00,2.90,-0.22,1.082,46,"a white horse, a red horse, and a black horse."
601,2046.18,2048.84,2.66,0.00,2.90,-0.24,1.090,46,That's actually an echo of what came earlier —
602,2048.84,2051.88,3.04,0.00,3.22,-0.18,1.058,51,"the red horse representing the sword, that is, war."
603,2051.88,2057.28,5.40,0.00,3.09,2.31,1.000,49,The black horse — what does it represent? Famine.
604,2057.28,2061.12,3.84,0.00,2.21,1.63,1.000,35,"And there's plague, too. I wonder —"
605,2061.12,2064.72,3.60,0.00,1.77,1.83,1.000,28,these plagues might possibly
606,2064.72,2068.04,3.32,0.00,2.65,0.67,1.000,42,even have some connection to the military.
607,2068.04,2070.60,2.56,0.00,1.26,1.30,1.000,20,"For example, look at"
608,2070.60,2073.92,3.32,0.00,1.32,2.00,1.000,21,"COVID-19 — all along,"
609,2073.92,2078.92,5.00,0.00,3.15,1.85,1.000,50,some people didn't want anyone tracing its origin.
610,2078.92,2083.16,4.24,0.00,2.21,2.03,1.000,35,But there's no shortage of evidence
611,2083.16,2086.78,3.62,0.00,2.40,1.22,1.000,38,that it likely came from a laboratory.
612,2086.78,2091.98,5.20,0.00,3.91,1.29,1.000,62,"So you know — conventional weapons, we just talked about some."
613,2091.98,2094.48,2.50,0.00,2.58,-0.08,1.034,41,"Unconventional weapons — besides nuclear,"
614,2094.48,2098.48,4.00,0.00,2.14,1.86,1.000,34,there are also biological weapons.
615,2098.48,2102.54,4.06,0.00,2.96,1.10,1.000,47,"This passage talks about sword, famine, plague,"
616,2102.54,2104.40,1.86,0.00,2.96,-1.10,1.593,47,and wild beasts killing a quarter of the earth.
617,2104.40,2106.62,2.22,0.00,2.58,-0.36,1.164,41,"Now, the world has over 8 billion people."
618,2106.62,2110.60,3.98,0.00,2.65,1.33,1.000,42,A quarter dying — that's 2 billion people.
619,2110.60,2113.62,3.02,0.00,3.40,-0.38,1.127,54,"China has 1.3 billion, the U.S. just over 300 million."
620,2113.62,2116.40,2.78,0.00,3.40,-0.62,1.225,54,Even adding up the populations of the U.S. and China —
621,2116.40,2119.78,3.38,0.00,2.27,1.11,1.000,36,it still wouldn't reach that figure.
622,2119.78,2121.84,2.06,0.00,1.13,0.93,1.000,18,Do you understand?
623,2121.84,2123.30,1.46,0.00,1.83,-0.37,1.252,29,Why would so many people die?
624,2123.30,2125.58,2.28,0.00,1.51,0.77,1.000,24,The Bible also speaks of
625,2125.58,2130.26,4.68,0.00,1.64,3.04,1.000,26,a great fire in that war —
626,2130.26,2135.44,5.18,0.00,3.15,2.03,1.000,50,"a third of the earth burned, all the grass burned,"
627,2135.44,2140.08,4.64,0.00,4.60,0.04,1.000,73,"a third of the seas struck, a third of the sun, moon, and stars affected."
628,2140.08,2143.06,2.98,0.00,4.41,-1.43,1.481,70,I don't believe this means the sun and moon themselves have problems —
629,2143.06,2147.98,4.92,0.00,4.16,0.76,1.000,66,"rather, it's the atmosphere — the atmosphere has been compromised."
630,2147.98,2153.66,5.68,0.00,3.66,2.02,1.000,58,"What could cause a third of the earth, a third of the sea,"
631,2153.66,2157.00,3.34,0.00,2.84,0.50,1.000,45,and a third of the atmosphere to be affected?
632,2157.00,2161.42,4.42,0.00,3.15,1.27,1.000,50,I think it's very likely connected to nuclear war.
633,2161.42,2163.20,1.78,0.00,0.63,1.15,1.000,10,"Next week,"
634,2163.20,2167.22,4.02,0.00,2.14,1.88,1.000,34,we'll talk more about this aspect.
635,2167.22,2168.06,0.84,0.00,0.25,0.59,1.000,4,Why?
636,2168.06,2171.78,3.72,0.00,3.47,0.25,1.000,55,"Because you might think — the Bible is the word of God,"
637,2171.78,2173.12,1.34,0.00,1.64,-0.30,1.223,26,but the Bible is very old.
638,2173.12,2174.80,1.68,0.00,1.89,-0.21,1.126,30,"Since the Bible is so ancient,"
639,2174.80,2179.04,4.24,0.00,2.58,1.66,1.000,41,how could it describe these modern terms?
640,2179.04,2182.16,3.12,0.00,2.33,0.79,1.000,37,Understand? These modern situations —
641,2182.16,2184.74,2.58,0.00,1.89,0.69,1.000,30,it can actually describe them.
642,2184.74,2189.66,4.92,0.00,2.40,2.52,1.000,38,We can dig deeper into this next time.
643,2189.66,2192.98,3.32,0.00,3.22,0.10,1.000,51,"But at least you know that in January and February,"
644,2192.98,2195.36,2.38,0.00,3.47,-1.09,1.457,55,remember how the U.S. was still talking about a topic —
645,2195.36,2201.18,5.82,0.00,1.83,3.99,1.000,29,"wanting to acquire Greenland,"
646,2201.18,2206.34,5.16,0.00,2.58,2.58,1.000,41,to complete its Golden Dome defense plan.
647,2206.34,2207.84,1.50,0.00,1.45,0.05,1.000,23,Some people might think
648,2207.84,2211.34,3.50,0.00,3.15,0.35,1.000,50,nuclear missiles fly east-to-west or west-to-east.
649,2211.34,2215.26,3.92,0.00,3.40,0.52,1.000,54,"But have you considered — they can also fly northward,"
650,2215.26,2221.70,6.44,0.00,3.09,3.35,1.000,49,across the North Pole. The route is much shorter.
651,2221.70,2224.50,2.80,0.00,2.71,0.09,1.000,43,"For example, certain airline routes today —"
652,2224.50,2228.10,3.60,2.14,2.71,0.89,1.000,43,flight routes — also cross over the Arctic.
653,2230.24,2237.04,6.80,0.00,3.03,3.77,1.000,48,So all of this connects back to nuclear weapons.
654,2237.04,2238.94,1.90,0.00,2.71,-0.81,1.427,43,Recently there have been many such things —
655,2238.94,2245.04,6.10,0.00,3.72,2.38,1.000,59,"about nuclear war, nuclear missile interception, and so on."
656,2245.04,2246.80,1.76,0.00,1.70,0.06,1.000,27,Coming back to that saying:
657,2246.80,2252.50,5.70,0.00,3.72,1.98,1.000,59,every weapon humans have invented has eventually been used.
658,2252.50,2255.44,2.94,0.00,1.58,1.36,1.000,25,And today's nuclear bombs
659,2255.44,2264.82,9.38,0.00,5.67,3.71,1.000,90,are more than a thousand times more powerful than those dropped on Hiroshima and Nagasaki.
660,2264.82,2268.92,4.10,0.00,3.34,0.76,1.000,53,Alright — what about the killer robots you mentioned?
661,2268.92,2272.76,3.84,0.00,2.33,1.51,1.000,37,In the Bible — Revelation chapter 9 —
662,2272.76,2275.12,2.36,0.00,2.02,0.34,1.000,32,there's a description like this.
663,2275.12,2279.92,4.80,0.00,4.67,0.13,1.000,74,It speaks of several angels sounding their trumpets — seven angels in all.
664,2279.92,2282.08,2.16,0.00,1.83,0.33,1.000,29,"When the sixth angel sounded,"
665,2282.08,2285.88,3.80,0.00,2.33,1.47,1.000,37,"he said a voice came from before God,"
666,2285.88,2289.12,3.24,0.00,3.91,-0.67,1.206,62,from the four horns of the golden altar — and what did it say?
667,2289.12,2294.16,5.04,0.00,2.14,2.90,1.000,34,It said to release the four angels
668,2294.16,2297.32,3.16,0.00,2.65,0.51,1.000,42,who had been bound at the Euphrates River.
669,2297.32,2300.14,2.82,0.00,2.27,0.55,1.000,36,And those four angels were released.
670,2300.14,2301.68,1.54,0.00,1.39,0.15,1.000,22,They had been prepared
671,2301.68,2304.48,2.80,0.00,2.65,0.15,1.000,42,"for a specific year, month, day, and hour,"
672,2304.48,2307.56,3.08,0.00,1.70,1.38,1.000,27,to kill a third of mankind.
673,2307.56,2309.86,2.30,0.00,3.09,-0.79,1.343,49,And the armies of horsemen numbered 200 million —
674,2309.86,2313.44,3.58,0.00,1.32,2.26,1.000,21,I heard their number.
675,2313.44,2317.80,4.36,0.00,3.59,0.77,1.000,57,The second time massive death is mentioned is right here.
676,2317.80,2322.16,4.36,0.00,2.96,1.40,1.000,47,Killing a third of mankind. If you do the math:
677,2322.16,2325.74,3.58,0.00,3.28,0.30,1.000,52,first the four horsemen kill a quarter of humanity —
678,2325.74,2329.94,4.20,0.00,3.72,0.48,1.000,59,the world goes from 8 billion to 6 billion. 2 billion dead.
679,2329.94,2334.02,4.08,0.00,4.35,-0.27,1.066,69,Then a third of the remaining 6 billion die — another 2 billion gone.
680,2334.02,2336.10,2.08,0.00,0.88,1.20,1.000,14,"By this point,"
681,2336.10,2340.40,4.30,0.00,2.27,2.03,1.000,36,half the world's population is gone.
682,2340.40,2342.96,2.56,0.00,3.09,-0.53,1.207,49,And let me tell you — what point in time is this?
683,2342.96,2347.66,4.70,0.00,3.78,0.92,1.000,60,This is only the halfway mark of the seven-year tribulation.
684,2347.66,2351.64,3.98,0.00,2.90,1.08,1.000,46,The final disasters haven't even happened yet.
685,2351.64,2354.04,2.40,0.00,2.84,-0.44,1.182,45,The last three and a half years haven't come.
686,2354.04,2358.12,4.08,0.00,4.48,-0.40,1.097,71,"Speaking of those last three and a half years, what does the Bible say?"
687,2358.12,2361.44,3.32,0.00,4.16,-0.84,1.253,66,"It says: if not for the sake of the elect, for the sake of Israel,"
688,2361.44,2365.94,4.50,0.00,3.66,0.84,1.000,58,"if those days were not cut short, no flesh would be saved."
689,2365.94,2371.24,5.30,0.00,3.34,1.96,1.000,53,"So you realize — the disasters in the earlier period,"
690,2371.24,2375.54,4.30,0.00,2.71,1.59,1.000,43,the scale of the killing is already severe.
691,2375.54,2378.90,3.36,0.00,2.40,0.96,1.000,38,And the four seals we just mentioned —
692,2378.90,2382.30,3.40,0.00,3.85,-0.45,1.131,61,"those happen shortly after the seven-year tribulation begins,"
693,2382.30,2385.12,2.82,0.00,1.39,1.43,1.000,22,after the white horse.
694,2385.12,2388.44,3.32,0.00,3.22,0.10,1.000,51,"And here, when the sixth angel sounds his trumpet —"
695,2388.44,2391.52,3.08,0.00,2.21,0.87,1.000,35,what does that mean? You could say:
696,2391.52,2394.84,3.32,0.00,1.39,1.93,1.000,22,"after the four horses,"
697,2394.84,2398.10,3.26,0.00,1.83,1.43,1.000,29,later there's an Antichrist —
698,2398.10,2399.96,1.86,0.00,2.08,-0.22,1.119,33,the kingdom of the Beast emerges.
699,2399.96,2401.76,1.80,0.00,2.21,-0.41,1.226,35,"People are required to worship him,"
700,2401.76,2405.60,3.84,0.00,1.95,1.89,1.000,31,and dissenters are slaughtered.
701,2405.60,2407.64,2.04,0.00,1.51,0.53,1.000,24,A killing of dissenters.
702,2407.64,2410.20,2.56,0.00,2.27,0.29,1.000,36,"And in this passage, you'll notice —"
703,2410.20,2413.04,2.84,0.00,2.27,0.57,1.000,36,"besides killing a third of humanity,"
704,2413.04,2415.32,2.28,0.00,2.40,-0.12,1.051,38,there are two other striking features.
705,2415.32,2419.74,4.42,0.00,4.48,-0.06,1.013,71,"First, you notice it specifies a particular year, month, day, and hour."
706,2419.74,2422.34,2.60,0.00,3.72,-1.12,1.431,59,"Very curious — it doesn't say where the soldiers come from,"
707,2422.34,2424.44,2.10,0.00,2.96,-0.86,1.411,47,"where they're going, what war they're fighting."
708,2424.44,2426.76,2.32,0.00,2.02,0.30,1.000,32,Many people confuse this passage
709,2426.76,2430.64,3.88,0.00,2.02,1.86,1.000,32,with Armageddon or other events.
710,2430.64,2432.96,2.32,0.00,1.89,0.43,1.000,30,But it isn't. Look carefully —
711,2432.96,2435.66,2.70,0.00,2.52,0.18,1.000,40,there are significant hints in the text.
712,2435.66,2437.06,1.40,0.00,1.07,0.33,1.000,17,What does it say?
713,2437.06,2444.34,7.28,0.00,4.54,2.74,1.000,72,It says: it originates from four angels released at the Euphrates River.
714,2444.34,2447.10,2.76,0.00,2.77,-0.01,1.005,44,There's a connection to the spiritual realm.
715,2447.10,2450.54,3.44,0.00,3.15,0.29,1.000,50,And you know the Euphrates is in modern-day Iraq —
716,2450.54,2456.12,5.58,0.00,2.21,3.37,1.000,35,also the region of ancient Babylon.
717,2456.12,2462.26,6.14,0.00,2.58,3.56,1.000,41,Back to that original place of rebellion.
718,2462.26,2464.64,2.38,0.00,1.01,1.37,1.000,16,And notice this:
719,2464.64,2468.46,3.82,0.00,4.16,-0.34,1.089,66,"a specific year, month, day, and hour, killing a third of mankind."
720,2468.46,2470.84,2.38,0.00,0.88,1.50,1.000,14,Do you see it?
721,2470.84,2473.04,2.20,0.00,1.70,0.50,1.000,27,It doesn't look like a war.
722,2473.04,2475.94,2.90,0.00,2.84,0.06,1.000,45,It looks more like the execution of an order.
723,2475.94,2479.94,4.00,0.00,2.02,1.98,1.000,32,Like the execution of a command.
724,2479.94,2482.36,2.42,0.00,1.39,1.03,1.000,22,"Recently, Donald Trump"
725,2482.36,2484.82,2.46,0.00,2.27,0.19,1.000,36,in a national address a few days ago
726,2484.82,2486.90,2.08,0.00,1.58,0.50,1.000,25,said something like this:
727,2486.90,2489.50,2.60,0.00,1.13,1.47,1.000,18,"in modern history,"
728,2489.50,2493.76,4.26,0.00,2.58,1.68,1.000,41,no war has ever lasted just a single day.
729,2493.76,2499.64,5.88,0.00,4.41,1.47,1.000,70,"The current Iran war has already gone over thirty days, a whole month."
730,2499.64,2505.24,5.60,0.00,3.66,1.94,1.000,58,"Modern wars never last a single day, let alone half a day."
731,2505.24,2509.12,3.88,0.00,3.85,0.03,1.000,61,And here it specifies a particular day and a particular hour.
732,2509.12,2515.54,6.42,0.00,3.22,3.20,1.000,51,So doesn't it look like the execution of a command?
733,2515.54,2521.96,6.42,0.00,3.78,2.64,1.000,60,And finding targets to execute a command — that's very easy.
734,2521.96,2525.80,3.84,0.00,3.28,0.56,1.000,52,"For example, you may have seen the recent news about"
735,2525.80,2529.38,3.58,0.00,2.21,1.37,1.000,35,"Facebook, Meta, and other platforms"
736,2529.38,2533.10,3.72,0.00,2.90,0.82,1.000,46,being fined by the courts for using algorithms
737,2533.10,2539.40,6.30,0.00,1.58,4.72,1.000,25,to learn what people like
738,2539.40,2542.56,3.16,0.00,2.77,0.39,1.000,44,and feed them content to keep them addicted.
739,2542.56,2546.46,3.90,0.00,3.34,0.56,1.000,53,"Actually, with that kind of data you can know exactly"
740,2546.46,2548.72,2.26,0.00,1.83,0.43,1.000,29,"what people are doing online,"
741,2548.72,2551.34,2.62,0.00,2.33,0.29,1.000,37,"what kind of person they roughly are,"
742,2551.34,2556.12,4.78,0.00,3.28,1.50,1.000,52,"what they like to watch, their personal preferences,"
743,2556.12,2559.60,3.48,0.00,2.27,1.21,1.000,36,"their political leanings, all of it."
744,2559.60,2563.90,4.30,0.00,2.40,1.90,1.000,38,So it's very easy to identify targets.
745,2563.90,2565.34,1.44,0.00,1.95,-0.51,1.357,31,Another point worth mentioning:
746,2565.34,2569.36,4.02,0.00,2.58,1.44,1.000,41,it says the cavalry numbered 200 million.
747,2569.36,2573.00,3.64,0.00,4.04,-0.40,1.109,64,"In the world today, which country has a 200-million-strong army?"
748,2573.00,2576.68,3.68,0.00,1.07,2.61,1.000,17,None. Understand?
749,2576.68,2579.76,3.08,0.00,1.51,1.57,1.000,24,But — if you think about
750,2579.76,2584.52,4.76,0.00,2.96,1.80,1.000,47,"the robots we just talked about, killer robots,"
751,2584.52,2587.74,3.22,0.00,2.52,0.70,1.000,40,having that many isn't hard at all. Why?
752,2587.74,2591.12,3.38,0.00,2.84,0.54,1.000,45,200 million. But is the goal to kill a third?
753,2591.12,2592.72,1.60,0.00,1.70,-0.10,1.064,27,A third would be 2 billion.
754,2592.72,2597.10,4.38,0.00,2.27,2.11,1.000,36,One robot to ten people. Understand?
755,2597.10,2598.88,1.78,0.00,1.77,0.01,1.000,28,So it's absolutely possible.
756,2598.88,2603.74,4.86,0.00,3.53,1.33,1.000,56,And what does that cavalry look like in the description?
757,2603.74,2606.68,2.94,0.00,2.52,0.42,1.000,40,"In the vision, the riders sit on horses,"
758,2606.68,2609.70,3.02,0.00,1.77,1.25,1.000,28,"wearing breastplates — fire,"
759,2609.70,2611.30,1.60,0.00,1.77,-0.17,1.103,28,"breastplates as red as fire,"
760,2611.30,2613.40,2.10,0.00,2.08,0.02,1.000,33,"hyacinth-blue, and sulfur-yellow."
761,2613.40,2615.40,2.00,2.00,2.58,-0.58,1.292,41,The horses' heads were like lions' heads.
762,2617.40,2619.30,1.90,0.00,1.13,0.77,1.000,18,Like lions' heads.
763,2619.30,2622.10,2.80,0.00,3.22,-0.42,1.148,51,I know everyone's getting hungry — it's lunchtime —
764,2622.10,2625.80,3.70,0.00,3.03,0.67,1.000,48,"but ""lions' heads"" here isn't the Shanghai dish."
765,2625.80,2628.68,2.88,0.00,1.45,1.43,1.000,23,"Fire, smoke, and sulfur"
766,2628.68,2630.88,2.20,0.00,1.95,0.25,1.000,31,came out of the horses' mouths.
767,2630.88,2635.08,4.20,0.00,2.84,1.36,1.000,45,These three things killed a third of mankind.
768,2635.08,2638.60,3.52,0.00,3.59,-0.07,1.021,57,The horses' power was in their mouths and in their tails.
769,2638.60,2640.28,1.68,0.00,1.64,0.04,1.000,26,I don't know what that is.
770,2640.28,2646.76,6.48,0.00,2.71,3.77,1.000,43,That's what the Apostle John saw back then.
771,2646.76,2653.48,6.72,0.00,3.97,2.75,1.000,63,"Personally, looking around at how things are developing today —"
772,2653.48,2659.76,6.28,0.00,1.58,4.70,1.000,25,this U.S.-Israel-Iran war
773,2659.76,2662.48,2.72,0.00,2.14,0.58,1.000,34,has many implications politically.
774,2662.48,2666.68,4.20,0.00,1.32,2.88,1.000,21,"For Europe, for NATO,"
775,2666.68,2671.54,4.86,0.00,2.46,2.40,1.000,39,for Israel's place in the Middle East —
776,2671.54,2675.76,4.22,0.00,2.27,1.95,1.000,36,those we can leave for another time.
777,2675.76,2680.66,4.90,0.00,2.90,2.00,1.000,46,"But on the matter of weapons, what can we see?"
778,2680.66,2684.10,3.44,0.00,2.14,1.30,1.000,34,"The U.S. economy, U.S. technology,"
779,2684.10,2686.76,2.66,0.00,2.46,0.20,1.000,39,U.S. military power are all formidable.
780,2686.76,2691.52,4.76,0.00,2.71,2.05,1.000,43,"If you wanted to take on the United States,"
781,2691.52,2696.94,5.42,0.00,3.15,2.27,1.000,50,it seems the only option would be nuclear weapons.
782,2696.94,2703.16,6.22,0.00,3.91,2.31,1.000,62,"And when the U.S. and the rival powers all step down together,"
783,2703.16,2707.00,3.84,0.00,2.77,1.07,1.000,44,you find there aren't many remaining powers.
784,2707.00,2710.24,3.24,0.00,1.89,1.35,1.000,30,Maybe just Europe. Understand?
785,2710.24,2715.42,5.18,0.00,3.22,1.96,1.000,51,"And when that happens, a hostile power will arise —"
786,2715.42,2717.96,2.54,0.00,2.65,-0.11,1.043,42,the kingdom of the Antichrist will appear.
787,2717.96,2720.60,2.64,0.00,2.58,0.06,1.000,41,He'll demand worship; refuse and you die.
788,2720.60,2724.86,4.26,0.00,3.22,1.04,1.000,51,That's the scene described under the sixth trumpet.
789,2724.86,2729.36,4.50,0.00,2.58,1.92,1.000,41,I think the weapons part of the picture —
790,2729.36,2731.96,2.60,0.00,2.27,0.33,1.000,36,you can already see the early signs.
791,2731.96,2735.74,3.78,0.00,1.20,2.58,1.000,19,So what lies ahead?
792,2735.74,2740.02,4.28,0.00,3.03,1.25,1.000,48,Today I've tried — through the lens of weapons —
793,2740.02,2742.38,2.36,0.00,1.70,0.66,1.000,27,to tell you about this war.
794,2742.38,2745.22,2.84,0.00,0.63,2.21,1.000,10,"Next week,"
795,2745.22,2749.02,3.80,0.00,1.89,1.91,1.000,30,we'll talk about what's ahead.
796,2749.02,2750.64,1.62,0.00,2.58,-0.96,1.596,41,That's not just current-events analysis —
797,2750.64,2752.22,1.58,0.00,0.82,0.76,1.000,13,"in the Bible,"
798,2752.22,2755.92,3.70,0.00,2.21,1.49,1.000,35,how does it describe what's coming?
799,2755.92,2758.32,2.40,0.00,2.71,-0.31,1.130,43,"We'll see each other again next week, okay?"
800,2758.32,2760.02,1.70,0.00,1.77,-0.07,1.038,28,That's all I have for today.
